Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z,Label
12:07:16,1.01,-0.27,-0.02,63.21,15.89,14.77,Standing
12:07:16,1.02,-0.26,-0.03,62.44,35.77,15.96,Standing
12:07:16,1,-0.26,-0.01,61.32,19.81,17.5,Standing
12:07:16,0.98,-0.25,0.02,59.64,21.21,18.34,Standing
12:07:16,0.97,-0.24,0.06,59.29,22.54,19.95,Standing
12:07:16,0.96,-0.23,0.11,57.12,25.41,21.77,Standing
12:07:16,0.96,-0.24,0.14,53.34,30.31,23.38,Standing
12:07:16,0.94,-0.26,0.16,49.98,36.19,24.71,Standing
12:07:16,0.93,-0.28,0.17,46.34,43.26,26.39,Standing
12:07:16,0.91,-0.3,0.17,45.5,49.7,27.23,Standing
12:07:16,0.91,-0.33,0.16,45.5,55.44,28.7,Standing
12:07:16,0.93,-0.36,0.17,45.64,65.52,29.61,Standing
12:07:16,0.94,-0.38,0.16,46.06,70,30.59,Standing
12:07:16,0.94,-0.38,0.17,46.41,70.77,29.89,Standing
12:07:16,0.95,-0.4,0.21,45.43,71.12,30.31,Standing
12:07:16,0.96,-0.43,0.26,43.12,69.16,33.88,Standing
12:07:16,0.98,-0.47,0.33,45.01,67.48,36.47,Standing
12:07:16,0.98,-0.49,0.36,50.89,66.5,37.59,Standing
12:07:16,0.96,-0.51,0.33,57.33,66.5,35.98,Standing
12:07:16,0.9,-0.53,0.27,60.34,62.09,37.24,Standing
12:07:16,0.85,-0.57,0.25,62.51,53.9,40.95,Standing
12:07:16,0.85,-0.56,0.27,62.44,42.63,43.89,Standing
12:07:16,0.86,-0.52,0.33,52.08,33.6,44.45,Standing
12:07:16,0.84,-0.5,0.33,48.79,28.84,42,Standing
12:07:16,0.81,-0.49,0.31,47.18,21.77,39.62,Standing
12:07:16,0.77,-0.49,0.24,47.18,12.95,36.47,Standing
12:07:16,0.75,-0.5,0.18,46.55,3.78,34.79,Standing
12:07:16,0.72,-0.51,0.15,48.44,-5.88,32.76,Standing
12:07:16,0.69,-0.49,0.16,49,-15.47,30.66,Standing
12:07:16,0.66,-0.51,0.16,52.08,-24.22,30.66,Standing
12:07:16,0.66,-0.5,0.17,56.28,-32.27,29.4,Standing
12:07:16,0.66,-0.5,0.17,59.29,-39.06,27.3,Standing
12:07:16,0.67,-0.52,0.19,68.81,-50.61,26.46,Standing
12:07:16,0.69,-0.52,0.2,79.59,-54.53,25.41,Standing
12:07:16,0.7,-0.47,0.18,89.04,-57.96,20.65,Standing
12:07:16,0.72,-0.4,0.16,96.53,-63.07,18.97,Standing
12:07:16,0.76,-0.3,0.17,96.74,-63.28,16.73,Standing
12:07:16,0.77,-0.26,0.18,98.21,-66.29,14.7,Standing
12:07:16,0.84,-0.21,0.25,108.85,-72.24,12.53,Standing
12:07:16,0.91,-0.13,0.31,111.72,-69.44,11.2,Standing
12:07:16,0.94,-0.06,0.35,111.16,-61.46,7.56,Standing
12:07:16,0.93,-0.04,0.38,97.51,-52.99,7,Standing
12:07:16,0.9,-0.09,0.38,86.1,-48.79,6.09,Standing
12:07:16,0.9,-0.14,0.43,28,-27.65,-2.94,Standing
12:07:16,0.88,-0.17,0.42,19.25,-24.99,-3.92,Standing
12:07:16,0.89,-0.2,0.41,11.27,-24.36,-4.2,Standing
12:07:16,0.91,-0.22,0.39,5.39,-25.55,-3.5,Standing
12:07:16,0.92,-0.24,0.37,4.13,-27.37,-4.06,Standing
12:07:16,0.93,-0.26,0.38,4.9,-27.16,-5.11,Standing
12:07:16,0.89,-0.3,0.34,4.55,-26.67,-7.42,Standing
12:07:16,0.85,-0.35,0.3,2.73,-27.58,-9.73,Standing
12:07:16,0.81,-0.38,0.26,1.19,-29.89,-10.01,Standing
12:07:16,0.79,-0.39,0.25,-0.56,-31.78,-9.45,Standing
12:07:16,0.82,-0.36,0.2,3.99,-31.5,-8.33,Standing
12:07:16,0.82,-0.34,0.17,11.27,-36.75,-7.63,Standing
12:07:16,0.82,-0.3,0.18,19.67,-43.47,-6.3,Standing
12:07:16,0.83,-0.26,0.2,24.22,-48.65,-4.48,Standing
12:07:16,0.87,-0.24,0.21,27.37,-52.64,-3.43,Standing
12:07:16,0.88,-0.2,0.24,30.31,-55.65,-3.71,Standing
12:07:16,0.88,-0.17,0.3,29.68,-56.49,-4.27,Standing
12:07:16,0.89,-0.17,0.35,25.13,-55.37,-3.78,Standing
12:07:16,0.91,-0.19,0.33,25.13,-51.94,-3.57,Standing
12:07:16,0.96,-0.15,0.29,26.74,-51.8,-4.76,Standing
12:07:16,1.04,-0.13,0.25,17.99,-52.57,-6.16,Standing
12:07:16,1.09,-0.12,0.19,-4.2,-52.43,-6.02,Standing
12:07:16,1.13,-0.07,0.21,-15.54,-49.56,-8.68,Standing
12:07:16,1.13,-0.05,0.23,-28.14,-42.98,-12.88,Standing
12:07:16,1.12,-0.03,0.24,-42.28,-35.98,-18.69,Standing
12:07:16,1.07,-0.11,0.19,-55.58,-24.71,-25.83,Standing
12:07:16,0.98,-0.21,0.09,-59.43,-17.29,-29.19,Standing
12:07:16,0.9,-0.27,0.03,-56,-18.62,-32.27,Standing
12:07:16,0.82,-0.28,0.03,-51.38,-26.6,-25.83,Standing
12:07:16,0.82,-0.24,0.06,-50.96,-38.01,-22.96,Standing
12:07:16,0.88,-0.22,0.13,-49.28,-42.7,-23.59,Standing
12:07:16,1.14,-0.46,0.21,-45.85,-47.81,-24.01,Standing
12:07:16,1.18,-0.7,0.21,-46.27,-45.29,-22.75,Standing
12:07:16,1.13,-0.91,0.26,-31.22,-41.16,-16.1,Standing
12:07:16,1,-0.96,0.3,-3.85,-33.46,-10.78,Standing
12:07:16,0.78,-0.88,0.28,18.76,-31.36,-5.95,Standing
12:07:16,0.66,-0.78,0.22,46.55,-34.86,-0.07,Standing
12:07:16,0.61,-0.66,0.09,81.27,-37.73,2.45,Standing
12:07:16,0.65,-0.56,-0.05,108.01,-42.49,7.49,Standing
12:07:16,0.8,-0.46,-0.16,111.02,-50.05,12.74,Standing
12:07:16,0.93,-0.34,-0.17,98.84,-54.67,11.83,Standing
12:07:16,1.11,-0.05,0.07,41.86,-18.27,5.32,Standing
12:07:16,1.05,-0.02,0,23.1,-11.06,1.96,Standing
12:07:16,1.04,-0.07,-0.01,9.03,-12.74,0.84,Standing
12:07:16,1.07,-0.18,0.07,-8.47,-10.08,-0.49,Standing
12:07:16,1.06,-0.26,0.1,-21.21,-0.49,2.1,Standing
12:07:16,1.02,-0.31,0.05,-27.86,8.96,2.31,Standing
12:07:16,0.93,-0.41,0,-34.3,12.6,3.57,Standing
12:07:16,0.87,-0.48,0.02,-40.74,12.88,7.14,Standing
12:07:16,0.86,-0.52,0.06,-45.15,15.96,9.24,Standing
12:07:16,0.87,-0.56,0.05,-46.34,18.13,10.43,Standing
12:07:16,0.88,-0.58,0.04,-39.27,18.06,11.06,Standing
12:07:16,0.86,-0.58,0.01,-26.25,13.23,11.48,Standing
12:07:16,0.85,-0.56,0.03,-21.49,8.47,11.41,Standing
12:07:16,0.86,-0.5,0.07,-15.05,6.09,10.64,Standing
12:07:16,0.9,-0.43,0.07,-9.8,6.51,7.56,Standing
12:07:16,0.92,-0.41,0.05,-7.7,6.44,3.57,Standing
12:07:16,0.91,-0.42,0.05,-7.21,6.02,-0.28,Standing
12:07:16,0.89,-0.44,0.04,-3.57,4.55,-4.34,Standing
12:07:16,0.88,-0.46,0.01,-0.49,2.38,-8.05,Standing
12:07:16,0.87,-0.48,-0.02,1.54,-2.17,-10.64,Standing
12:07:16,0.87,-0.48,-0.01,6.79,-8.47,-10.78,Standing
12:07:16,0.88,-0.38,0.05,12.95,-13.44,-9.24,Standing
12:07:16,0.9,-0.34,0.05,13.3,-11.9,-7.7,Standing
12:07:16,0.94,-0.29,0.04,11.27,-7.91,-6.44,Standing
12:07:16,0.96,-0.29,0,8.12,-3.15,-4.27,Standing
12:07:16,0.98,-0.3,-0.03,4.76,-0.21,-2.1,Standing
12:07:16,0.96,-0.3,-0.03,1.82,0.7,-1.4,Standing
12:07:16,0.96,-0.31,-0.01,-2.38,1.68,-0.98,Standing
12:07:16,0.95,-0.32,0.02,-6.72,4.55,-0.49,Standing
12:07:16,0.94,-0.31,0.03,-9.66,5.81,0.28,Standing
12:07:16,0.94,-0.3,0.03,-9.1,6.65,0.56,Standing
12:07:16,0.93,-0.28,0.03,-10.29,7.91,-0.7,Standing
12:07:16,0.9,-0.32,0.01,-14.56,6.23,-1.89,Standing
12:07:16,0.92,-0.34,0.02,-12.81,4.06,-2.1,Standing
12:07:16,0.92,-0.34,0,-8.54,3.92,-2.87,Standing
12:07:16,0.92,-0.33,-0.02,-7.14,4.2,-4.41,Standing
12:07:16,0.9,-0.36,-0.04,-4.76,1.82,-4.55,Standing
12:07:16,0.9,-0.39,-0.03,-0.63,-3.22,-4.55,Standing
12:07:16,0.91,-0.4,0.02,2.38,-7.07,-3.29,Standing
12:07:16,0.95,-0.39,0.05,6.51,-8.4,-2.38,Standing
12:07:16,0.95,-0.34,0.06,9.94,-7.42,-2.1,Standing
12:07:16,0.94,-0.31,0.07,10.29,-6.37,-2.17,Standing
12:07:16,0.93,-0.31,0.06,11.2,-5.67,-2.52,Standing
12:07:16,0.93,-0.31,0.05,5.04,-1.82,-3.15,Standing
12:07:16,0.93,-0.32,0.05,3.43,-1.4,-2.87,Standing
12:07:16,0.94,-0.33,0.05,3.29,-1.4,-2.59,Standing
12:07:16,0.94,-0.31,0.05,3.08,-2.1,-2.03,Standing
12:07:16,0.94,-0.3,0.06,1.68,-1.19,-1.96,Standing
12:07:16,0.93,-0.3,0.08,1.12,-1.05,-1.54,Standing
12:07:16,0.94,-0.3,0.08,1.33,-0.84,-1.12,Standing
12:07:16,0.96,-0.3,0.06,2.31,-0.84,-1.05,Standing
12:07:16,0.96,-0.31,0.07,2.1,-1.26,-1.47,Standing
12:07:16,0.95,-0.31,0.07,4.06,-0.63,-2.1,Standing
12:07:16,0.93,-0.31,0.06,6.02,-0.56,-2.87,Standing
12:07:16,0.93,-0.31,0.06,6.3,-2.38,-3.43,Standing
12:07:16,0.94,-0.32,0.05,8.05,-2.8,-3.92,Standing
12:07:16,0.94,-0.31,0.03,10.43,-3.78,-3.99,Standing
12:07:16,0.94,-0.3,0.03,11.9,-5.39,-3.78,Standing
12:07:16,0.94,-0.29,0.04,11.27,-6.79,-3.15,Standing
12:07:16,0.95,-0.27,0.06,10.36,-6.93,-2.52,Standing
12:07:16,0.96,-0.26,0.06,8.96,-5.25,-1.82,Standing
12:07:16,0.95,-0.25,0.04,7.35,-3.92,-1.4,Standing
12:07:16,0.96,-0.25,0.04,5.25,-3.71,-1.12,Standing
12:07:16,0.98,-0.26,0.05,2.73,-2.87,-0.91,Standing
12:07:16,0.98,-0.26,0.06,0.63,-1.33,-1.19,Standing
12:07:16,0.95,-0.27,0.05,-3.43,0.28,-1.96,Standing
12:07:16,0.95,-0.28,0.06,-4.76,0.42,-2.24,Standing
12:07:16,0.95,-0.3,0.06,-5.81,1.33,-2.52,Standing
12:07:16,0.94,-0.31,0.05,-6.09,1.82,-2.59,Standing
12:07:16,0.93,-0.32,0.04,-6.79,1.26,-2.52,Standing
12:07:16,0.93,-0.34,0.04,-5.95,-0.07,-1.82,Standing
12:07:16,0.92,-0.33,0.05,-3.85,-0.98,-1.4,Standing
12:07:16,0.92,-0.33,0.06,-3.15,-1.12,-1.05,Standing
12:07:16,0.92,-0.35,0.06,-2.31,-1.26,-0.49,Standing
12:07:16,0.93,-0.35,0.06,-0.42,-1.54,0.07,Standing
12:07:16,0.95,-0.33,0.07,1.33,-2.1,0.14,Standing
12:07:16,0.96,-0.33,0.07,1.82,-1.19,-0.07,Standing
12:07:16,0.96,-0.32,0.06,2.17,-0.77,-0.14,Standing
12:07:16,0.95,-0.31,0.05,2.24,-0.84,-0.49,Standing
12:07:16,0.94,-0.3,0.04,2.38,-1.12,-0.63,Standing
12:07:16,0.94,-0.29,0.04,2.24,-1.33,-0.56,Standing
12:07:16,0.94,-0.3,0.04,2.1,-1.12,-0.49,Standing
12:07:16,0.93,-0.31,0.04,1.75,-0.91,-0.28,Standing
12:07:16,0.93,-0.31,0.05,1.75,-0.98,0,Standing
12:07:16,0.94,-0.33,0.05,1.61,-0.91,0.35,Standing
12:07:16,0.94,-0.34,0.06,1.61,-0.42,0.77,Standing
12:07:16,0.99,-0.23,0.1,2.03,1.26,1.96,Standing
12:07:16,0.95,-0.23,0.08,-2.03,4.34,0.21,Standing
12:07:16,0.92,-0.25,0.05,-5.04,5.74,-0.77,Standing
12:07:16,0.9,-0.31,0.02,-6.44,5.11,-0.84,Standing
12:07:16,0.9,-0.34,-0.12,-4.27,2.52,-0.63,Standing
12:07:16,0.91,-0.34,-0.01,-1.12,-0.49,-0.84,Standing
12:07:16,0.92,-0.33,0.01,0.91,-2.73,-1.05,Standing
12:07:16,0.93,-0.32,0.03,1.89,-3.78,-1.26,Standing
12:07:16,0.93,-0.31,0.03,2.45,-3.71,-1.61,Standing
12:07:16,0.93,-0.32,0.02,3.99,-4.48,-2.17,Standing
12:07:16,0.93,-0.33,0.01,6.44,-5.88,-2.31,Standing
12:07:16,0.94,-0.31,0.03,10.5,-9.52,-2.87,Standing
12:07:16,0.94,-0.3,0.04,10.5,-9.73,-2.94,Standing
12:07:16,0.95,-0.28,0.05,9.66,-8.75,-3.22,Standing
12:07:16,0.95,-0.27,0.05,8.4,-7.42,-3.36,Standing
12:07:16,0.95,-0.27,0.04,5.88,-6.93,-3.22,Standing
12:07:16,0.95,-0.28,0.03,4.34,-6.3,-3.22,Standing
12:07:16,0.94,-0.3,0.02,3.92,-5.74,-3.64,Standing
12:07:16,0.93,-0.3,0.02,3.22,-5.6,-2.8,Standing
12:07:16,0.93,-0.31,0.02,3.08,-5.32,-2.73,Standing
12:07:16,0.94,-0.32,0.03,4.97,-4.9,-2.8,Standing
12:07:16,0.94,-0.31,0.04,5.25,-4.55,-1.61,Standing
12:07:16,0.94,-0.28,0.06,5.88,-2.31,-0.49,Standing
12:07:16,0.96,-0.27,0.06,4.9,-0.77,-0.49,Standing
12:07:16,0.97,-0.26,0.06,4.13,0.56,-0.07,Standing
12:07:16,0.98,-0.27,0.06,2.8,1.61,0.21,Standing
12:07:16,0.97,-0.28,0.06,2.17,2.17,0.35,Standing
12:07:16,0.96,-0.28,0.06,1.12,2.31,0.07,Standing
12:07:16,0.95,-0.29,0.06,-0.07,3.01,0.28,Standing
12:07:16,0.95,-0.31,0.05,-0.77,3.15,0.28,Standing
12:07:16,0.95,-0.32,0.04,-1.26,2.94,0.28,Standing
12:07:16,0.94,-0.32,0.04,-1.12,2.38,0.14,Standing
12:07:16,0.93,-0.32,0.03,-0.21,1.47,0.42,Standing
12:07:16,0.94,-0.32,0.03,1.05,-0.77,0.49,Standing
12:07:16,0.94,-0.31,0.04,1.47,-1.54,0.35,Standing
12:07:16,0.95,-0.3,0.04,1.68,-1.96,0.28,Standing
12:07:16,0.95,-0.29,0.04,1.33,-2.45,0,Standing
12:07:16,0.95,-0.28,0.04,1.54,-2.94,-0.14,Standing
12:07:16,0.95,-0.28,0.04,1.82,-3.22,-0.49,Standing
12:07:16,0.95,-0.29,0.04,2.73,-3.85,-0.7,Standing
12:07:16,0.95,-0.29,0.04,3.64,-4.55,-0.98,Standing
12:07:16,0.95,-0.29,0.04,4.34,-4.97,-1.05,Standing
12:07:16,0.95,-0.29,0.04,4.76,-4.83,-1.26,Standing
12:07:16,0.95,-0.29,0.04,4.69,-4.48,-1.47,Standing
12:07:16,0.94,-0.31,0.03,1.12,-1.54,-0.77,Standing
12:07:16,0.94,-0.3,0.03,0.56,-1.68,-0.49,Standing
12:07:16,0.94,-0.31,0.03,0.77,-1.96,-0.28,Standing
12:07:16,0.94,-0.31,0.03,1.05,-2.03,0,Standing
12:07:16,0.93,-0.31,0.03,1.61,-2.38,0.07,Standing
12:07:16,0.94,-0.32,0.03,2.17,-2.8,0.07,Standing
12:07:16,0.94,-0.33,0.03,3.15,-3.43,0,Standing
12:07:16,0.94,-0.33,0.03,4.27,-3.99,0.07,Standing
12:07:16,0.94,-0.32,0.04,4.76,-4.13,0,Standing
12:07:16,0.93,-0.31,0.04,4.83,-4.2,0.14,Standing
12:07:16,0.93,-0.31,0.04,4.69,-3.99,0.21,Standing
12:07:16,0.94,-0.31,0.04,5.18,-3.92,0.35,Standing
12:07:16,0.95,-0.31,0.04,5.67,-4.2,0.49,Standing
12:07:16,0.95,-0.3,0.04,6.02,-4.34,0.42,Standing
12:07:16,0.95,-0.3,0.04,6.3,-4.13,0.63,Standing
12:07:16,0.95,-0.3,0.04,6.09,-4.06,0.56,Standing
12:07:16,0.96,-0.29,0.04,5.88,-3.99,0.56,Standing
12:07:16,0.95,-0.28,0.04,5.67,-3.71,0.49,Standing
12:07:16,0.95,-0.28,0.04,5.53,-3.43,0.35,Standing
12:07:16,0.95,-0.28,0.04,4.69,-2.94,0.28,Standing
12:07:16,0.95,-0.28,0.04,3.78,-2.59,0.14,Standing
12:07:16,0.95,-0.27,0.04,2.66,-2.1,0,Standing
12:07:16,0.96,-0.28,0.03,0.98,-1.61,-0.35,Standing
12:07:16,0.96,-0.28,0.03,0.07,-1.61,-0.56,Standing
12:07:16,0.96,-0.28,0.04,-0.84,-1.12,-0.63,Standing
12:07:16,0.95,-0.28,0.04,-1.96,-0.63,-0.56,Standing
12:07:16,0.95,-0.28,0.04,-2.73,-0.21,-0.49,Standing
12:07:16,0.95,-0.29,0.04,-3.01,-0.42,-0.35,Standing
12:07:16,0.95,-0.3,0.04,-2.94,-0.77,-0.42,Standing
12:07:16,0.95,-0.29,0.04,-2.87,-0.7,-0.21,Standing
12:07:16,0.95,-0.29,0.04,-3.57,-0.14,-0.42,Standing
12:07:16,0.95,-0.29,0.04,-5.04,0.42,-0.21,Standing
12:07:16,0.94,-0.29,0.04,-5.25,0.49,-0.07,Standing
12:07:16,0.94,-0.3,0.03,-4.48,0.07,0.21,Standing
12:07:16,0.96,-0.31,0.04,-3.29,-0.28,0.35,Standing
12:07:16,0.96,-0.3,0.04,-3.29,0.07,0.42,Standing
12:07:16,0.96,-0.28,0.04,-4.48,1.33,0.42,Standing
12:07:16,0.95,-0.28,0.04,-6.02,2.52,0.56,Standing
12:07:16,0.94,-0.29,0.02,-6.44,2.45,0.49,Standing
12:07:16,0.94,-0.29,0.02,-6.44,2.17,0.42,Standing
12:07:16,0.94,-0.3,0.02,-6.44,1.82,0.42,Standing
12:07:16,0.94,-0.29,0.03,-6.58,2.1,0.42,Standing
12:07:16,0.94,-0.3,0.02,-6.72,2.24,0.28,Standing
12:07:16,0.94,-0.3,0.02,-6.72,1.96,0.28,Standing
12:07:16,0.94,-0.31,0.03,-0.77,-0.98,0.77,Standing
12:07:16,0.94,-0.31,0.03,-0.42,-1.19,0.7,Standing
12:07:28,0.95,-0.3,0.04,4.34,-1.75,1.33,Standing
12:07:28,0.94,-0.3,0.04,4.76,-1.75,1.26,Standing
12:07:28,0.94,-0.3,0.04,4.76,-1.68,1.26,Standing
12:07:28,0.94,-0.29,0.04,4.55,-1.54,1.05,Standing
12:07:28,0.94,-0.29,0.04,4.2,-1.4,0.91,Standing
12:07:28,0.95,-0.29,0.04,3.78,-0.98,0.91,Standing
12:07:28,0.95,-0.29,0.03,3.57,-1.05,0.84,Standing
12:07:28,0.95,-0.28,0.03,3.36,-0.84,0.91,Standing
12:07:28,0.95,-0.28,0.03,3.08,-0.91,1.19,Standing
12:07:28,0.94,-0.29,0.03,2.73,-0.91,1.33,Standing
12:07:28,0.94,-0.29,0.03,2.66,-1.05,1.47,Standing
12:07:28,0.94,-0.29,0.03,2.87,-0.98,1.4,Standing
12:07:28,0.95,-0.29,0.03,2.8,-0.91,1.54,Standing
12:07:28,0.95,-0.28,0.04,2.59,-0.77,1.26,Standing
12:07:28,0.95,-0.28,0.04,2.1,-0.28,1.05,Standing
12:07:28,0.95,-0.28,0.03,1.4,0,0.84,Standing
12:07:28,0.95,-0.28,0.03,0.84,0.42,0.84,Standing
12:07:28,0.95,-0.28,0.03,0.56,0.7,0.7,Standing
12:07:28,0.95,-0.28,0.03,0.28,0.56,0.63,Standing
12:07:28,0.95,-0.27,0.04,0,0.28,0.56,Standing
12:07:28,0.95,-0.28,0.04,-0.28,0.42,0.63,Standing
12:07:28,0.95,-0.28,0.04,-1.05,0.35,0.49,Standing
12:07:28,0.95,-0.28,0.04,-1.12,0.42,0.49,Standing
12:07:28,0.94,-0.29,0.04,-0.84,0.42,0.28,Standing
12:07:28,0.94,-0.3,0.04,-0.42,0.07,0.21,Standing
12:07:28,0.94,-0.3,0.04,-0.21,-0.14,0.35,Standing
12:07:28,0.94,-0.3,0.05,-0.42,-0.28,0.49,Standing
12:07:28,0.94,-0.3,0.05,-0.98,-0.14,0.49,Standing
12:07:28,0.94,-0.3,0.05,-1.47,0.63,0.7,Standing
12:07:28,0.95,-0.3,0.05,-1.82,0.42,0.49,Standing
12:07:28,0.95,-0.3,0.05,-1.82,0.7,0.42,Standing
12:07:28,0.95,-0.3,0.05,-1.89,1.12,0.07,Standing
12:07:28,0.95,-0.31,0.05,-1.75,0.98,0.28,Standing
12:07:28,0.94,-0.31,0.05,-1.75,1.19,0.28,Standing
12:07:28,0.94,-0.31,0.05,-1.61,1.05,0.35,Standing
12:07:28,0.94,-0.31,0.04,-1.19,0.91,0.28,Standing
12:07:28,0.94,-0.32,0.05,-0.77,0.63,0.35,Standing
12:07:28,0.94,-0.32,0.05,-0.49,0.49,0.35,Standing
12:07:28,0.94,-0.32,0.04,-0.14,0.35,0.42,Standing
12:07:28,0.93,-0.32,0.05,0,0.42,0.42,Standing
12:07:28,0.93,-0.32,0.05,0,0.21,0.49,Standing
12:07:28,0.94,-0.32,0.05,0.21,0.21,0.84,Standing
12:07:28,0.94,-0.31,0.04,0.21,-0.21,0.77,Standing
12:07:28,0.94,-0.31,0.05,0.7,-0.84,0.84,Standing
12:07:28,0.94,-0.3,0.05,0.7,-0.77,0.98,Standing
12:07:28,0.95,-0.3,0.04,0.56,-0.35,0.91,Standing
12:07:28,0.95,-0.3,0.05,0.77,-0.49,0.91,Standing
12:07:28,0.94,-0.29,0.05,0.07,0,0.98,Standing
12:07:28,0.94,-0.3,0.05,-0.21,0.28,0.77,Standing
12:07:28,0.95,-0.3,0.05,-0.63,0.63,0.56,Standing
12:07:28,0.94,-0.31,0.05,-0.98,0.56,0.56,Standing
12:07:28,0.94,-0.31,0.05,-1.05,0.63,0.49,Standing
12:07:28,0.94,-0.31,0.05,-1.19,0.84,0.42,Standing
12:07:28,0.94,-0.31,0.05,-1.05,0.56,0.42,Standing
12:07:28,0.94,-0.32,0.05,-0.35,0.21,0.42,Standing
12:07:28,0.94,-0.32,0.04,-0.07,-0.14,0.35,Standing
12:07:28,0.94,-0.31,0.05,0.14,-0.42,0.49,Standing
12:07:28,0.94,-0.32,0.05,0.28,-0.49,0.35,Standing
12:07:28,0.94,-0.31,0.05,0.21,-0.7,0.28,Standing
12:07:28,0.94,-0.31,0.05,0.28,-0.84,0.42,Standing
12:07:28,0.94,-0.31,0.05,0.35,-0.84,0.56,Standing
12:07:28,0.94,-0.31,0.05,0.42,-0.84,0.7,Standing
12:07:28,0.94,-0.31,0.05,0.21,-0.84,0.63,Standing
12:07:28,0.94,-0.31,0.05,0.21,-0.98,0.7,Standing
12:07:28,0.94,-0.31,0.05,0.28,-0.91,0.63,Standing
12:07:28,0.94,-0.3,0.05,0.35,-1.12,0.42,Standing
12:07:28,0.94,-0.3,0.05,0.28,-1.05,0.42,Standing
12:07:28,0.94,-0.3,0.05,0.14,-0.84,0.28,Standing
12:07:28,0.95,-0.3,0.05,-0.07,-0.77,0.35,Standing
12:07:28,0.95,-0.29,0.05,-0.21,-0.91,0.42,Standing
12:07:28,0.95,-0.29,0.05,-0.91,-0.91,0.42,Standing
12:07:28,0.95,-0.29,0.05,-1.68,-0.49,0.21,Standing
12:07:28,0.94,-0.28,0.05,-3.5,-0.21,0.21,Standing
12:07:28,0.94,-0.29,0.04,-4.48,-0.14,0.14,Standing
12:07:28,0.94,-0.29,0.04,-4.34,-0.56,-0.14,Standing
12:07:28,0.94,-0.3,0.04,-3.78,-1.26,-0.49,Standing
12:07:28,0.94,-0.31,0.05,-2.38,-1.68,-1.05,Standing
12:07:28,0.94,-0.31,0.05,-1.75,-2.03,-1.26,Standing
12:07:28,0.94,-0.31,0.05,-1.05,-2.1,-1.26,Standing
12:07:28,0.94,-0.31,0.05,-0.84,-2.38,-1.47,Standing
12:07:28,0.94,-0.31,0.06,-0.63,-2.59,-1.4,Standing
12:07:28,0.94,-0.31,0.05,-0.42,-2.73,-1.26,Standing
12:07:28,0.94,-0.31,0.06,-0.28,-3.29,-1.12,Standing
12:07:28,0.94,-0.3,0.06,-1.12,-2.66,-1.05,Standing
12:07:28,0.94,-0.3,0.05,-2.17,-1.89,-1.05,Standing
12:07:28,0.94,-0.31,0.04,-1.96,-2.1,-0.91,Standing
12:07:28,0.94,-0.32,0.04,-0.98,-2.52,-0.77,Standing
12:07:28,0.94,-0.32,0.05,-0.35,-1.26,0.28,Standing
12:07:28,0.94,-0.31,0.05,-0.42,-0.77,0.56,Standing
12:07:28,0.94,-0.31,0.05,-0.56,-0.84,0.63,Standing
12:07:28,0.94,-0.3,0.04,-1.26,-0.63,0.56,Standing
12:07:28,0.95,-0.29,0.04,-2.59,-0.28,0.56,Standing
12:07:28,0.95,-0.29,0.04,-3.85,-0.14,0.42,Standing
12:07:28,0.94,-0.29,0.03,-4.55,0.14,0.21,Standing
12:07:28,0.94,-0.29,0.03,-4.41,-0.14,-0.07,Standing
12:07:28,0.94,-0.3,0.03,-3.64,-0.49,-0.14,Standing
12:07:28,0.94,-0.31,0.03,-2.52,-0.98,-0.14,Standing
12:07:28,0.94,-0.31,0.03,-0.77,-1.61,0.07,Standing
12:07:28,0.94,-0.32,0.03,0.42,-2.31,0.28,Standing
12:07:28,0.94,-0.32,0.03,1.26,-2.94,0.42,Standing
12:07:28,0.95,-0.31,0.04,2.03,-3.78,0.49,Standing
12:07:28,0.95,-0.29,0.05,1.4,-2.94,0.42,Standing
12:07:28,0.95,-0.29,0.05,-0.7,-1.54,0.49,Standing
12:07:28,0.94,-0.3,0.04,-2.1,-0.84,0.49,Standing
12:07:28,0.94,-0.3,0.03,-2.17,-1.12,0.7,Standing
12:07:28,0.94,-0.3,0.03,-1.68,-1.4,0.7,Standing
12:07:28,0.94,-0.3,0.03,-1.4,-1.54,0.56,Standing
12:07:28,0.94,-0.3,0.04,-0.56,-1.68,0.63,Standing
12:07:28,0.94,-0.3,0.04,1.05,-2.24,0.84,Standing
12:07:28,0.95,-0.3,0.04,1.96,-2.59,1.12,Standing
12:07:28,0.95,-0.3,0.04,2.03,-2.38,1.12,Standing
12:07:28,0.95,-0.29,0.04,0.98,-1.61,1.26,Standing
12:07:28,0.95,-0.29,0.04,0,-0.84,1.4,Standing
12:07:28,0.94,-0.29,0.04,-0.7,-0.49,1.47,Standing
12:07:28,0.94,-0.3,0.03,-0.77,-0.28,1.75,Standing
12:07:28,0.94,-0.3,0.03,-0.63,-0.42,1.68,Standing
12:07:28,0.95,-0.3,0.03,-0.35,-0.49,1.68,Standing
12:07:28,0.95,-0.3,0.03,-0.14,-0.56,1.75,Standing
12:07:28,0.95,-0.29,0.03,0,-0.56,1.61,Standing
12:07:28,0.95,-0.3,0.03,0.49,-0.7,1.96,Standing
12:07:28,0.95,-0.3,0.03,0.98,-0.63,2.24,Standing
12:07:28,0.95,-0.3,0.03,1.68,-0.91,2.59,Standing
12:07:28,0.95,-0.31,0.04,2.17,-0.91,3.08,Standing
